1513100706.841960662,0,1,180

1513100706.952573859,0,2,90.5234
1513100706.952573859,1,2,90.9711
1513100706.952573859,2,2,91.9529

1513100707.84645145,0,3,90.0281
1513100707.84645145,1,3,91.0953
1513100707.84645145,2,3,90.2058
1513100707.84645145,3,3,90.8696

1513100707.315784319,0,4,90.0159
1513100707.315784319,1,4,90.0968
1513100707.315784319,2,4,90.0174
1513100707.315784319,3,4,90.0656

1513100707.547321649,0,5,90.0704
1513100707.547321649,1,5,90.1132
1513100707.547321649,2,5,90.1197
1513100707.547321649,3,5,90.1286

1513100707.788893977,0,6,90.0579
1513100707.788893977,1,6,90.2275
1513100707.788893977,2,6,90.173
1513100707.788893977,3,6,90.2362
1513100707.788893977,4,6,90.0973

1513100707.959764329,0,7,90.125
1513100707.959764329,1,7,90.075
1513100707.959764329,2,7,90.0154
1513100707.959764329,3,7,90.2653
1513100707.959764329,4,7,90.1403

1513100708.264041263,0,8,90.0927
1513100708.264041263,1,8,90.0908
1513100708.264041263,2,8,90.3027
1513100708.264041263,3,8,90.0189
1513100708.264041263,4,8,90.0972

1513100708.535932836,0,9,90.0563
1513100708.535932836,1,9,90.0631
1513100708.535932836,2,9,90.0098
1513100708.535932836,3,9,90.3246
1513100708.535932836,4,9,90.1209
1513100708.535932836,5,9,90.65

#,#,#,#
1513100708.883480832,0,1,180

1513100708.974420485,0,2,180
1513100708.974420485,1,2,180

1513100709.34748514,0,3,180
1513100709.34748514,1,3,180

1513100709.249169327,0,4,90.0653
1513100709.249169327,1,4,102.782
1513100709.249169327,2,4,90.3418
1513100709.249169327,3,4,180
1513100709.249169327,4,4,90.3185

1513100709.577162339,0,5,90.2682
1513100709.577162339,1,5,180
1513100709.577162339,2,5,90.293
1513100709.577162339,3,5,120.528
1513100709.577162339,4,5,90.2107
1513100709.577162339,5,5,90.4225

1513100709.974668939,0,6,90.0695
1513100709.974668939,1,6,90.1758
1513100709.974668939,2,6,93.3632
1513100709.974668939,3,6,90.0243
1513100709.974668939,4,6,90.1749

1513100710.178359517,0,7,91.8129
1513100710.178359517,1,7,90.1024
1513100710.178359517,2,7,90.1199
1513100710.178359517,3,7,90.1662
1513100710.178359517,4,7,90.0695

1513100710.490176067,0,8,91.1985
1513100710.490176067,1,8,90.1315
1513100710.490176067,2,8,90.5814
1513100710.490176067,3,8,90.1082
1513100710.490176067,4,8,90.1791
1513100710.490176067,5,8,90.0996

1513100710.832885732,0,9,90.1038
1513100710.832885732,1,9,90.1183
1513100710.832885732,2,9,90.1115
1513100710.832885732,3,9,90.2621
1513100710.832885732,4,9,90.1458
1513100710.832885732,5,9,91.7823
1513100710.832885732,6,9,90.2054
1513100710.832885732,7,9,90.0708

#,#,#,#
1513100711.239635598,0,0,174.617

1513100711.334580663,0,1,174.617
1513100711.334580663,1,1,180

1513100711.517173863,0,2,90.7695
1513100711.517173863,1,2,90.7452
1513100711.517173863,2,2,93.698
1513100711.517173863,3,2,127.085
1513100711.517173863,4,2,91.3541
1513100711.517173863,5,2,174.617

1513100711.904003637,0,3,93.698
1513100711.904003637,1,3,127.085
1513100711.904003637,2,3,90.7713
1513100711.904003637,3,3,90.7452
1513100711.904003637,4,3,174.617
1513100711.904003637,5,3,91.3541

1513100712.297313364,0,4,94.9016
1513100712.297313364,1,4,90.7452
1513100712.297313364,2,4,93.698
